Rank,TOP500 Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Power Source.1,Power Quality Level,Optimized Run (HPL),Optimized Run (Peak Power),Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID,doc_date
167,232,-9999,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",United Kingdom Meteorological Office,HPE,United Kingdom,2016,Research,89856,-9999.0,2801.782,3019.162,1347.84,Submitted,2.078720026,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Europe,49064,178752,2022-11-03
168,231,-9999,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",United Kingdom Meteorological Office,HPE,United Kingdom,2016,Research,89856,-9999.0,2801.782,3019.162,1347.84,Submitted,2.078720026,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Europe,49064,178751,2022-11-03
169,401,Tianhe-2 LvLiang Solution,"Tianhe-2 LvLiang, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Intel Xeon Phi 31S1P",LvLiang Cloud Computing Center,NUDT,China,2014,Industry,174720,153216.0,2071.39,3074.5344,997.0,Submitted,2.077622869,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Intel Xeon E5-2692v2 12C 2.2GHz,Intel IvyBridge,2200,Kylin Linux,Linux,Intel Xeon Phi 31S1P,12,Intel Xeon E5 (IvyBridge),Tianhe-2 LvLiang,Tianhe-2 LvLiang,Custom Interconnect,TH Express-2,Asia,50546,178464,2022-11-03
170,354,Makman-2,"Dell PowerEdge R630, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR",Saudi Aramco,DELL EMC,Saudi Arabia,2015,Industry,76032,-9999.0,2249.68,3041.28,1134.0,Submitted,1.983844797,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Redhat Enterprise Linux 6.5,Linux,None,12,Intel Xeon E5 (Haswell),Dell PowerEdge R630,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,Asia,48751,178606,2022-11-03
171,104,Shaheen II,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",King Abdullah University of Science and Technology,HPE,Saudi Arabia,2015,Academic,196608,-9999.0,5536.99,7235.174,2834.0,Submitted,1.953772054,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Asia,50205,178515,2022-11-03
172,229,SuperMUC Phase 2,"NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR14",Leibniz Rechenzentrum,Lenovo/IBM,Germany,2015,Academic,86016,-9999.0,2813.62,3578.266,1480.83,Submitted,1.900029038,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,14,Intel Xeon E5 (Haswell),IBM NeXtScale nx360M5,NeXtScale,Infiniband,Infiniband FDR14,Europe,48248,178544,2022-11-03
173,281,cascade,"Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",DOE/SC/Pacific Northwest National Laboratory,Atipa,United States,2013,Research,194616,171720.0,2539.13,3388.032,1384.0,Submitted,1.834631503,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Atipa Visione IF442 Blade Server,Atipa Cluster,Infiniband,Infiniband FDR,North America,48611,178250,2022-11-03
174,457,Tera-1000-1,"bullx DLC 720, Xeon E5-2698v3 16C 2.3GHz, Infiniband FDR",Commissariat a l'Energie Atomique (CEA),Atos,France,2016,Research,70272,-9999.0,1871.0,2586.01,1042.0,Submitted,1.795585413,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Bullx Linux,Linux,None,16,Intel Xeon E5 (Haswell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Europe,47593,178790,2022-11-03
175,283,occigen2,"bullx DLC 720, Xeon E5-2690v4 14C 2.6GHz, Infiniband FDR",Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES),Atos,France,2016,Academic,85824,-9999.0,2494.65,3570.278,1430.0,Submitted,1.74451049,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,bullx SCS,Linux,None,14,Intel Xeon E5 (Broadwell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Europe,50203,179092,2022-11-03
176,496,CSystem,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet",Telecom Operator (C),Sugon,China,2018,Others,97920,-9999.0,1736.0,7206.912,1000.0,Submitted,1.736,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50783,179538,2022-11-03
177,285,Excalibur,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),HPE,United States,2014,Government,100064,-9999.0,2485.0,3682.3552,1465.78,Submitted,1.695343094,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,50423,178447,2022-11-03
178,421,TTSystem,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Internet Service (B),Sugon,China,2018,Industry,116600,-9999.0,1997.0,4104.32,1200.0,Submitted,1.664166667,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50330,179544,2022-11-03
179,483,JCSystem,"Sugon TC6000, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Internet Company,Sugon,China,2018,Industry,110080,-9999.0,1807.0,3698.688,1100.0,Submitted,1.642727273,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,8,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50598,179543,2022-11-03
180,425,HKVDPSystem,"Sugon TC6000, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",IT Service Provider,Sugon,China,2018,Industry,121920,-9999.0,1979.0,4096.512,1216.0,Submitted,1.627467105,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,8,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50710,179679,2022-11-03
181,426,HKVDPSystem,"Sugon TC6000, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Internet Company,Sugon,China,2018,Industry,121920,-9999.0,1979.0,4096.512,1216.0,Submitted,1.627467105,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,8,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50707,179532,2022-11-03
182,486,ESSystem,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",State Grid Corp,Sugon,China,2018,Industry,105000,-9999.0,1790.0,3696.0,1100.0,Submitted,1.627272727,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50610,179546,2022-11-03
183,467,Astra,"Apollo 70, Marvell ThunderX2 ARM CN9975-2000  28C 2GHz, 4xEDR Infiniband",Sandia National Laboratories,HPE,United States,2018,Research,143640,-9999.0,1833.0,2298.24,1192.54,Submitted,1.537055361,-9999,3.0,-9999.0,-9999.0,-9999.0,Cluster,Marvell ThunderX2 CN9975-2000  28C 2GHz,ThunderX2,2000,Tri-Lab Operating System ,Linux,None,28,Marvell ThunderX2,Apollo 70,HPE Apollo,Infiniband,4xEDR Infiniband,North America,48748,179565,2022-11-03
184,468,-9999,"Sugon TC6000, Xeon Gold 5117 14C 2GHz, 25G Ethernet",Internet Service (B),Sugon,China,2019,Industry,116200,-9999.0,1832.0,7436.8,1300.0,Submitted,1.409230769,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5117 14C 2GHz,Intel Skylake,2000,CentOS,Linux,None,14,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,50330,179738,2022-11-03
185,416,-9999,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2019,Industry,110880,-9999.0,2007.0,8160.768,1470.0,Submitted,1.365306122,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50743,179677,2022-11-03
186,97,Pleiades,"SGI ICE X, Intel Xeon E5-2670/E5-2680v2/E5-2680v3/E5-2680v4  2.6/2.8/2.5/2.4 GHz, Infiniband FDR",NASA/Ames Research Center/NAS,HPE,United States,2016,Research,241108,-9999.0,5951.55,7107.1488,4407.0,Submitted,1.350476515,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,SUSE Linux Enterprise Server 11,Linux,None,10,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,48408,177259,2022-11-03
187,491,-9999,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2019,Industry,99360,-9999.0,1765.0,7312.896,1320.0,Submitted,1.337121212,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50743,179676,2022-11-03
188,368,-9999,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2019,Industry,121920,-9999.0,2152.0,8973.312,1625.0,Submitted,1.324307692,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50743,179678,2022-11-03
189,109,Pangea,"SGI ICE X, Xeon Xeon E5-2670/ E5-2680v3 12C 2.5GHz, Infiniband FDR",Total Exploration Production,HPE,France,2013,Industry,220800,-9999.0,5283.11,6712.32,4150.0,Submitted,1.273038554,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Europe,49546,178071,2022-11-03
190,195,Thunder,"SGI ICE X, Xeon E5-2699v3/E5-2697 v3, Infiniband FDR, NVIDIA Tesla K40, Intel Xeon Phi 7120P",Air Force Research Laboratory,HPE,United States,2015,Government,152692,27056.0,3126.24,5610.481,4819.5,Submitted,0.6486647993,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2699v3 18C 2.3GHz,Intel Haswell,2300,SUSE Linux Enterprise Server 11,Linux,NVIDIA Tesla K40/Intel Xeon Phi 7120P,18,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,49284,178524,2022-11-03
191,168,Topaz,"SGI ICE X, Xeon E5-2699v3 18C 2.3GHz, Infiniband FDR",ERDC DSRC,HPE,United States,2015,Research,124200,-9999.0,3318.95,4570.56,5175.0,Submitted,0.6413429952,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2699v3 18C 2.3GHz,Intel Haswell,2300,SUSE Linux Enterprise Server 11,Linux,None,18,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,47771,178523,2022-11-03
192,278,Tianhe-1A,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050",National Supercomputing Center in Tianjin,NUDT,China,2010,Research,186368,100352.0,2566.0,4701.0,4040.0,Submitted,0.6351485149,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Asia,50310,176929,2022-11-03
193,188,-9999,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ",Government,HPE,United States,2014,Government,225984,-9999.0,3143.52,4881.2544,6327.55,Submitted,0.496798919,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (IvyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,North America,50046,178432,2022-11-03
194,259,LLNL CTS-1 Quartz,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Lawrence Livermore National Laboratory,Penguin Computing,United States,2016,Research,95472,-9999.0,2632.51,3207.8592,13620.0,Submitted,0.1932826725,-9999,3.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Linux/TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,48247,178971,2022-11-03
195,258,LLNL/NNSA CTS-1 Jade,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Lawrence Livermore National Laboratory,Penguin Computing,United States,2016,Research,95472,-9999.0,2632.51,3207.8592,13620.0,Submitted,0.1932826725,-9999,3.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Linux/TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,48247,178969,2022-11-03
196,352,MTS GROM,"NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 40GB, Infiniband",#CloudMTS,Nvidia,Russia,2021,Industry,19840,17280.0,2258.0,3011.84,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Ubuntu 20.04.1 LTS,Linux,NVIDIA A100 40GB,64,AMD Rome,NVIDIA DGX A100,NVIDIA DGX,Infiniband,Infiniband,Europe,50875,179955,2022-11-03
197,348,-9999,"Inspur TS10000 HPC Server, Xeon Gold 6230 20C 2.1GHz, NVIDIA Tesla V100, Infiniband HDR",AI company J,Inspur,China,2020,Others,40800,38400.0,2275.0,3905.28,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6230 20C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold 62xx (Cascade Lake),Inspur TS10000 HPC Server,Inspur Cluster,Infiniband,Infiniband HDR,Asia,50844,179868,2022-11-03
198,135,Warhawk,"HPE Cray EX, AMD EPYC 7H12 64C 2.6GHz, Slingshot-10",Air Force Research Laboratory,HPE,United States,2021,Government,129920,-9999.0,4033.5,5404.67,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,SLES15 SP2,Linux,None,64,AMD Rome,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,North America,49284,180012,2022-11-03
199,175,Mustang,"HPE SGI 8600, Xeon Platinum 8168 24C 2.7GHz, Intel Omni-Path",Air Force Research Laboratory,HPE,United States,2018,Government,55296,-9999.0,3221.4,4777.574,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,Red Hat Enterprise Linux,Linux,None,24,Xeon Platinum,HPE SGI 8600,HPE SGI 8600,Omnipath,Intel Omni-Path,North America,49284,179426,2022-11-03
200,79,alpha ONE,"Apollo 6500, AMD EPYC 7F52 16C 3.5GHz, NVIDIA A100 SXM4 80 GB, Mellanox HDR Infiniband",Aleph Alpha,HPE,Germany,2022,Others,57344,55296.0,7625.0,7864.83,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7F52 16C 3.5GHz,AMD Zen-2 (Rome),3500,RHEL 8.5,Linux,NVIDIA A100 SXM4 80 GB,16,AMD Rome,Apollo 6500,HPE Apollo,Infiniband,Mellanox HDR Infiniband,Europe,50926,180080,2022-11-03
201,291,Kay,"Liqid Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Infiniband HDR",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),Liqid,United States,2020,Government,46848,-9999.0,2475.67,3448.01,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Intel Xeon Platinum 9242 48C 2.3GHz,Intel Cascade lake,2300,CentOS,Linux,None,48,Xeon Platinum 92xx (Cascade Lake),Liqid Cluster,Liqid Cluster,Infiniband,Infiniband HDR,North America,50423,179952,2022-11-03
202,214,Jean,"Liqid Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Infiniband HDR",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),Liqid,United States,2020,Government,55296,-9999.0,2917.56,4069.79,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Intel Xeon Platinum 9242 48C 2.3GHz,Intel Cascade lake,2300,CentOS,Linux,None,48,Xeon Platinum 92xx (Cascade Lake),Liqid Cluster,Liqid Cluster,Infiniband,Infiniband HDR,North America,50423,179951,2022-11-03
203,236,Spartan3,"BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, Mellanox InfiniBand HDR100",Atos,Atos,France,2021,Vendor,92160,-9999.0,2751.0,3612.67,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Linux,Linux,None,64,AMD Milan,BullSequana XH2000,BullSequana,Infiniband,InfiniBand HDR100,Europe,50630,179935,2022-11-03
204,40,Pioneer-EUS,"NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR",Azure East US,Microsoft Azure,United States,2020,Vendor,157440,141696.0,16590.0,24557.23,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7V12 48C 2.45GHz,AMD Zen-2 (Rome),2450,Ubuntu 16.04.3 LTS,Linux,NVIDIA A100,48,AMD Rome,NDv4 cluster,Microsoft Azure Cluster,Infiniband,Infiniband HDR,North America,50871,179969,2022-11-03
205,14,Voyager-EUS2,"ND96amsr_A100_v4, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100 80GB​, Mellanox HDR Infiniband",Azure East US 2,Microsoft Azure,United States,2021,Vendor,253440,228096.0,30050.0,39531.15,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7V12 48C 2.45GHz,AMD Zen-2 (Rome),2450,Ubuntu 18.04 LTS,Linux,NVIDIA A100 80GB​,48,AMD Rome,ND96amsr_A100_v4,Microsoft Azure Cluster,Infiniband,Mellanox HDR Infiniband,North America,50897,180024,2022-11-03
206,41,Pioneer-SCUS,"NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR",Azure South Central US,Microsoft Azure,United States,2021,Vendor,157440,141696.0,16590.0,24557.23,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7V12 48C 2.45GHz,AMD Zen-2 (Rome),2450,Ubuntu 16.04.3 LTS,Linux,NVIDIA A100,48,AMD Rome,NDv4 cluster,Microsoft Azure Cluster,Infiniband,Infiniband HDR,North America,50870,179970,2022-11-03
207,42,Pioneer-WEU,"NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR",Azure West Europe,Microsoft Azure,Netherlands,2021,Vendor,157440,141696.0,16590.0,24557.23,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7V12 48C 2.45GHz,AMD Zen-2 (Rome),2450,Ubuntu 16.04.3 LTS,Linux,NVIDIA A100,48,AMD Rome,NDv4 cluster,Microsoft Azure Cluster,Infiniband,Infiniband HDR,Europe,50868,179968,2022-11-03
208,43,Pioneer-WUS2,"NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR",Azure West US 2,Microsoft Azure,United States,2021,Others,157440,141696.0,16590.0,24557.23,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7V12 48C 2.45GHz,AMD Zen-2 (Rome),2450,Ubuntu 16.04.3 LTS,Linux,NVIDIA A100,48,AMD Rome,NDv4 cluster,Microsoft Azure Cluster,Infiniband,Infiniband HDR,North America,50889,179967,2022-11-03
209,493,QURIOSITY,"Apollo XL230k, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path",BASF,HPE,Germany,2017,Industry,35280,-9999.0,1750.18,2709.504,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,Apollo 6000 XL230k,HPE Apollo,Omnipath,Intel Omni-Path,Europe,47379,179110,2022-11-03
210,443,-9999,"Inspur NF5468M5, Xeon Gold 6132 14C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet",Bank (J),Inspur,China,2020,Industry,51504,47360.0,1928.0,4618.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6132 14C 2.6GHz,Intel Skylake,2600,Linux,Linux,NVIDIA Tesla V100,14,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50835,179839,2022-11-03
211,376,-9999,"INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 25G Ethernet",Bank (Z),Inspur,China,2020,Industry,44200,41600.0,2121.0,4056.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50836,179840,2022-11-03
212,358,-9999,"Inspur NF5468M5, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Bank G,Inspur,China,2020,Others,50400,44800.0,2189.0,4816.0,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50845,179875,2022-11-03
213,411,-9999,"Inspur NF5468M5, Xeon Gold 5120 14C 2.2GHz, NVIDIA Tesla V100, 10G Ethernet",Bank I,Inspur,China,2020,Others,48880,41600.0,2016.0,44982.27,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5120 14C 2.2GHz,Intel Skylake,2200,Linux,Linux,NVIDIA Tesla V100,14,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50846,179874,2022-11-03
214,203,Jean Zay,"HPE SGI 8600, Xeon Gold 6248 20C 2.5GHz, Intel Omni-Path",CNRS/IDRIS-GENCI,HPE,France,2019,Academic,61120,-9999.0,3054.35,4867.2,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,RHEL 7.6,Linux,None,20,Xeon Gold 62xx (Cascade Lake),HPE SGI 8600,HPE SGI 8600,Omnipath,Intel Omni-Path,Europe,50403,179699,2022-11-03
215,124,Jean Zay,"HPE SGI 8600, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100 SXM2, Intel Omni-Path",CNRS/IDRIS-GENCI,HPE,France,2019,Academic,93960,83520.0,4478.0,7345.562,-9999.0,-9999,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,RHEL 6.8,Linux,NVIDIA Tesla V100 SXM2,20,Xeon Gold 62xx (Cascade Lake),HPE SGI 8600,HPE SGI 8600,Omnipath,Intel Omni-Path,Europe,50403,179692,2022-11-03
